Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
ITW,Illinois Tool Works,USA,Industrials,44000,USD,12/31/2024,0,0,0,,,,,,,,,,,,14455000000,15932000000,16107000000,15898000000,,2694000000,3034000000,2957000000,3488000000,,3477000000,3790000000,4040000000,4264000000,,5966000000,6503000000,6791000000,7040000000,,8.51,9.77,9.74,11.71,35.03185856,37.49890602,-23.52549339,47.99131318,15.11455461,19.67687963,-8.642474992,21.37135542,-0.352393322,-2.056756171
ETN,Eaton,Ireland,Industrials,94443,USD,12/31/2024,0,0,0,,,,,,,,,,,,19628000000,20752000000,23196000000,24878000000,,2144000000,2462000000,3218000000,3794000000,,2463000000,2995000000,3885000000,4632000000,,6335000000,6887000000,8434000000,9503000000,,5.34,6.14,8.02,9.5,33.81730629,20.64148716,-12.37046178,45.06728653,28.1450417,45.32021238,-7.487674029,55.1070368,40.85454877,6.298038779
PH,Parker Hannifin,USA,Industrials,61120,USD,6/30/2024,0,0,0,,,,,,,,,,,,14347640000,15861608000,19065194000,19929606000,,1746100000,1315605000,2082936000,2844215000,,2359711000,2807238000,3075199000,3812613000,,4743118000,5311299000,6429302000,7127790000,,13.35,10.09,16.04,21.84,47.57332767,42.67219596,-24.64537367,42.98319502,32.93156439,16.67185041,-6.996387019,59.71359318,40.42824569,10.00950281
CMI,Cummins,USA,Industrials,69600,USD,12/31/2024,0,0,0,,,,,,,,,,,,24021000000,28074000000,34065000000,34102000000,,2131000000,2151000000,735000000,3946000000,,2200000000,2580000000,3323000000,3382000000,,5695000000,6719000000,8249000000,8439000000,12.01,14.61,15.12,5.15,,63.01015432,31.21911399,-23.59564666,40.74034896,28.52974859,-2.064478795,13.78865373,1.363581249,49.00499598,-6.14489639
CARR,Carrier Global,USA,Industrials,48000,USD,12/31/2024,0,0,0,,,,,,,,,,,,20613000000,17288000000,18951000000,22486000000,,1664000000,3534000000,1349000000,5604000000,,2357000000,1904000000,2062000000,2098000000,,5980000000,4297000000,5162000000,5981000000,,1.87,4.1,1.58,6.15,,,,,217.3221555,41.10447348,-21.09389755,39.14015059,21.3890445,7.315576012
TT,Trane Technologies,Ireland,Industrials,45000,USD,12/31/2024,0,0,0,,,,,,,,,,,,14136400000,15991700000,17677600000,19838200000,,1423400000,1756500000,2023900000,2567900000,,2023300000,2418900000,2894000000,3500100000,,4469600000,4964800000,5857200000,7080500000,,5.87,7.48,8.77,11.24,40.80734048,20.04098585,3.5863166,50.54982561,42.64921563,41.21153395,-14.64435784,44.97838463,55.15396719,16.83216678
FTV,Fortive,USA,Industrials,18000,USD,12/31/2024,0,0,0,,,,,,,,,,,,5254700000,5825700000,6065300000,6231800000,,608400000,755200000,865800000,832900000,,812800000,1005300000,1133700000,1143500000,,3007100000,3363400000,3594100000,3731000000,,1.63,2.1,2.43,2.36,8.848354077,34.84070985,-8.287190344,14.93084808,8.405652748,7.497218344,-14.7009349,14.19615849,3.917943606,-4.912807107
TXT,Textron,USA,Industrials,34000,USD,12/31/2024,0,0,0,,,,,,,,,,,,12382000000,12869000000,13683000000,13702000000,,746000000,861000000,921000000,824000000,,864000000,883000000,1053000000,855000000,,2085000000,2670000000,2848000000,2502000000,,3.3,4.01,4.564513,4.33,17.70327444,16.17169092,-19.66613464,-1.561825866,7.757759926,60.43169879,-8.561953422,13.53578241,-4.711583627,4.461326808
BALL,Ball Corporation,USA,Materials,16000,USD,12/31/2024,0,0,0,,,,,,,,,,,,13811000000,13372000000,12062000000,11795000000,,878000000,719000000,707000000,4008000000,,1433000000,1101000000,1171000000,1183000000,,2726000000,2250000000,2308000000,2441000000,,2.65,2.25,2.23,13,5.577594083,0.924615898,18.65404613,43.60825837,44.6920561,4.866077072,-46.05786925,13.24034109,-1.104619977,2.023144609
PNR,Pentair,USA,Industrials,9750,USD,12/31/2024,0,0,0,,,,,,,,,,,,3764800000,4121800000,4104500000,4082800000,,553000000,480900000,622700000,625400000,,636900000,595300000,739200000,896500000,,1319200000,1364600000,1519200000,1598800000,2.14,3.3,2.9,3.75,,18.14512189,26.74817044,-20.30847016,25.74252801,16.44469687,37.9409294,-37.37643297,61.71522571,41.29154047,3.007934069
J,Jacobs,USA,Industrials,45000,USD,9/30/2024,0,0,0,,,,,,,,,,,,14092632000,9783074000,10851420000,11500941000,,477030000,644039000,665777000,806093000,,688089000,539884000,676484000,692436000,,3043772000,2579959000,2710860000,2832756000,,3.2,4.98,5.3,6.32,37.84769781,15.2938245,-12.63610189,56.76952643,20.37770303,27.99528056,-13.44013529,8.623084778,24.85882941,-2.113071279
OTIS,Otis Worldwide,USA,Industrials,72000,USD,12/31/2024,0,0,0,,,,,,,,,,,,14298000000,13685000000,14209000000,14261000000,,1246000000,1253000000,1406000000,1645000000,,2108000000,2071000000,2247000000,2051000000,,4193000000,3920000000,4193000000,4257000000,,2.89,2.96,3.39,4.07,,,,,68.46923232,29.3420824,-8.893958651,15.11815578,6.417384181,5.377715828
HWM,Howmet Aerospace,USA,Industrials,23930,USD,12/31/2024,0,0,0,,,,,,,,,,,,4972000000,5663000000,6640000000,7430000000,,258000000,469000000,765000000,1155000000,,830000000,983000000,1216000000,1639000000,,1376000000,1560000000,1867000000,2311000000,,0.59,1.11,1.83,2.81,-16.63667155,45.97266011,-38.49836414,86.2162024,-8.249746388,11.20198704,23.50534072,37.87546004,105.4549595,68.02269407
ROK,Rockwell Automation,USA,Industrials,27000,USD,9/30/2024,0,0,0,,,,,,,,,,,,6997400000,7760400000,9058000000,8264200000,,1344300000,932200000,1387400000,952500000,,1217700000,1335300000,1693300000,1190800000,,2897700000,3102000000,3717000000,3193400000,,11.58,7.97,11.95,8.28,36.99406361,47.22863805,-23.17010715,39.84694001,24.60594716,39.79856106,-24.77518666,21.60313464,-5.304201132,15.9867514
ALLE,Allegion,USA,Industrials,14400,USD,12/31/2024,0,0,0,,,,,,,,,,,,2867400000,3271900000,3650800000,3772200000,,483000000,458000000,540400000,597500000,,530200000,586400000,715900000,780700000,,1204900000,1322400000,1581500000,1668500000,3.39,5.34,5.19,6.12,,-0.63560543,24.08160622,-0.93231485,59.47805164,-6.767304588,14.2522993,-19.09907549,19.48933072,5.529577119,9.895429503
SWK,Stanley Black & Decker,USA,Industrials,48000,USD,12/31/2024,0,0,0,,,,,,,,,,,,15281300000,16947400000,15781100000,15365700000,,1689200000,1062500000,-310500000,294300000,,1899100000,914100000,641900000,1181700000,,5092200000,4284100000,3932600000,4514400000,,10.16,6.76,-2.07,1.95,11.51461303,49.26054075,-29.02654042,43.68351268,8.634488387,11.65956559,-59.08159768,33.42114544,-14.93709621,-14.45781583
NDSN,Nordson,USA,Industrials,7800,USD,10/31/2024,0,0,0,,,,,,,,,,,,2362209000,2590278000,2628632000,2689921000,,454368000,513103000,487493000,467284000,,615127000,702360000,672761000,674001000,,1324080000,1426536000,1425405000,1486129000,,7.74,8.81,8.46,8.11,78.62333033,30.12405975,-18.47994949,41.11012941,22.85472242,27.43294815,-5.864101744,11.9489145,-19.66353549,3.375770183
XYL,Xylem,USA,Industrials,23000,USD,12/31/2024,0,0,0,,,,,,,,,,,,5195000000,5522000000,7364000000,8562000000,,427000000,355000000,609000000,890000000,,592000000,511000000,728000000,1071000000,,1975000000,2084000000,2717000000,3212000000,,2.35,1.96,2.79,3.65,39.81969945,38.30114789,-3.131052233,21.3497555,28.995685,17.84426469,-6.822712747,3.546081577,3.891161754,10.27043033
AAPL,Apple,USA,Information Technology,164000,USD,9/30/2024,0,0,0,,,,,,,,,,,,3.66E+11,3.94E+11,3.83E+11,3.91E+11,,94680000000,99803000000,96995000000,93736000000,,1.09E+11,1.19E+11,1.14E+11,1.23E+11,,1.53E+11,1.71E+11,1.69E+11,1.81E+11,,5.61,6.11,6.13,6.08,15.38535908,48.48995894,-6.808041087,91.03880906,82.11561732,34.28596468,-26.51179765,48.60774917,35.41840546,-19.02741359
MSFT,Microsoft,USA,Information Technology,228000,USD,6/30/2024,0,0,0,,,,,,,,,,,,1.68E+11,1.98E+11,2.12E+11,2.45E+11,,61271000000,72738000000,72361000000,88136000000,,69916000000,83383000000,88523000000,1.09E+11,,1.16E+11,1.36E+11,1.46E+11,1.71E+11,,8.05,9.65,9.68,11.8,17.5352302,39.2737719,18.57414078,60.64303645,41.09354433,53.76100865,-27.81656463,56.06975134,14.48318143,16.99450245
NVDA,Nvidia,USA,Information Technology,36000,USD,1/31/2025,0,0,0,,,,,,,,,,,,26914000000,26974000000,60922000000,1.30E+11,,9752000000,4368000000,29760000000,72880000000,,10041000000,5577000000,32972000000,81453000000,,17475000000,15356000000,44301000000,97858000000,,0.385,0.174,1.19,2.94,233.7445426,86.06691774,-31.54410575,78.52673168,120.6064115,125.9712996,-50.93856625,233.6070395,179.2806922,16.01137161
INTC,Intel,USA,Information Technology,108900,USD,12/31/2024,0,0,0,,,,,,,,,,,,79024000000,63054000000,54228000000,53101000000,,19868000000,8014000000,1689000000,-18756000000,,22082000000,2336000000,31000000,-4708000000,,43815000000,26866000000,21711000000,17345000000,,4.86,1.94,0.4,-4.38,10.58614553,29.65473092,3.334257446,32.95780012,-17.06145709,6.397285401,-46.7976505,90.10294474,-59.17592017,12.16016336
AMD,AMD,USA,Information Technology,28000,USD,12/31/2024,0,0,0,,,,,,,,,,,,16434000000,23601000000,22680000000,25785000000,,3162000000,1320000000,854000000,1641000000,,3648000000,1264000000,401000000,2086000000,,7929000000,10603000000,10460000000,12725000000,,2.57,0.84,0.53,1,309.3862899,-9.982489805,71.01727029,152.7484724,96.9483562,57.58331662,-55.37412366,123.3484904,-15.13723075,17.59751123
CRM,Salesforce,USA,Information Technology,76453,USD,1/31/2025,0,0,0,,,,,,,,,,,,26492000000,31352000000,34857000000,37895000000,,1444000000,208000000,4136000000,6197000000,,548000000,1858000000,5999000000,7666000000,,19466000000,22992000000,26316000000,29252000000,,1.48,0.21,4.2,6.36,-11.2522593,47.53935211,30.9097741,21.76913389,35.67593204,14.6828894,-48.00596296,94.64459595,29.5828716,-18.44314134
ORCL,Oracle,USA,Information Technology,162000,USD,5/31/2024,0,0,0,,,,,,,,,,,,,42440000000,49954000000,52961000000,,,6717000000,8503000000,10467000000,,,15830000000,13773000000,16071000000,,,33563000000,36390000000,37818000000,,,2.41,3.07,3.71,7.98483024,24.44946869,-4.26600985,20.50071036,23.0204636,38.14521078,-4.777008905,29.78253843,61.64479237,25.51261131
CSCO,Cisco,USA,Information Technology,90400,USD,7/31/2024,0,0,0,,,,,,,,,,,,49818000000,51557000000,56998000000,53803000000,,10591000000,11812000000,12613000000,10320000000,,13719000000,13975000000,15562000000,12970000000,,31894000000,32248000000,35753000000,34828000000,,2.5,2.82,3.07,2.54,17.57676274,30.61990906,13.96408797,15.73925191,-4.96702736,46.60056385,-21.88337444,8.793506276,21.04705881,17.39372845
AVGO,Broadcom,USA,Information Technology,37000,USD,10/31/2024,0,0,0,,,,,,,,,,,,27450000000,33203000000,35819000000,51574000000,,6736000000,11495000000,14082000000,5895000000,,8667000000,14282000000,16451000000,14996000000,,16844000000,22095000000,24690000000,32509000000,,1.49625,2.646368,3.298,1.23,26.32616437,46.9227675,2.199087366,30.79941395,42.39384223,55.88037904,-13.38809725,102.0628773,118.6143334,14.66841863
TXN,Texas Instruments,USA,Information Technology,34000,USD,12/31/2024,0,0,0,,,,,,,,,,,,18344000000,20028000000,17519000000,15641000000,,7769000000,8749000000,6510000000,4799000000,,9156000000,10397000000,7331000000,5341000000,,12376000000,13771000000,11019000000,9094000000,,8.26,9.41,7.07,5.2,39.92799937,45.62832212,-8.43471295,41.48315827,29.70452559,17.77988868,-10.02449956,5.1363493,14.48931322,11.12988055
ADBE,Adobe,USA,Information Technology,30709,USD,11/30/2024,0,0,0,,,,,,,,,,,,15785000000,17606000000,19409000000,21505000000,,4822000000,4756000000,5428000000,5560000000,,5802000000,6098000000,6650000000,7741000000,,13920000000,15441000000,17055000000,19147000000,,10.02,10.1,11.82,12.36,12.18263127,69.42860386,26.88654941,49.30653034,50.74242794,14.03758609,-40.61060897,75.38804362,-24.37787647,-13.83107509
NOW,ServiceNow,USA,Information Technology,26293,USD,12/31/2024,0,0,0,,,,,,,,,,,,5896000000,7245000000,8971000000,10984000000,,230000000,325000000,1731000000,1425000000,,257000000,355000000,762000000,1364000000,,4543000000,5672000000,7050000000,8697000000,,1.13,1.6,8.42,6.84,-12.52060085,73.13770232,37.65648995,62.42247042,92.09012538,17.52432491,-40.0965803,78.82201434,53.17408649,-4.760045057
PYPL,PayPal,USA,Information Technology,24400,USD,12/31/2024,0,0,0,,,,,,,,,,,,25371000000,27518000000,29771000000,31797000000,,4169000000,2419000000,4246000000,4147000000,,4324000000,4044000000,4944000000,5763000000,,13996000000,13773000000,13704000000,14658000000,,3.52,2.09,3.84,3.99,12.35411335,82.72524466,12.15734014,31.06337075,111.4825906,-19.31034381,-62.79191272,-16.66440791,39.54589775,-14.20749091
ASML,ASML,Netherlands,Information Technology,43129,EUR,12/31/2024,0,0,0,,,,,,,,,,,,21760379498,24756392416,32221987985,33045587540,,6878763348,6575935005,9165526564,8852876761,,7642498767,7600757563,10572450676,10549417015,,11468892725,12510785915,16528230650,16944356546,,16.76663489,18.78938792,24.07426865,22.49581976,30.06511379,58.17781831,-10.15063989,94.21678288,64.07248703,60.92967141,-30.48767795,36.19376132,-3.871449182,13.43511355
SAP,SAP,Germany,Information Technology,108187,EUR,12/31/2024,0,0,0,,,,,,,,,,,,31514024427,34514246542,36487892268,39959310608,,6145427685,2670501680,7177850182,3652647657,,7559016359,7074958699,7031697507,9129280701,,23073415132,25117214141,26347235055,29151027975,,5.332758011,2.279981732,6.044874644,3.098436713,14.543199,31.97141299,-9.450261573,37.16898772,-2.137071836,8.389322205,-24.30137727,51.05704526,66.66836191,22.72356763
INFY,Infosys,India,Information Technology,323578,USD,,0,0,0,,,,,,,,,,,13561000000,16311000000,18212000000,18562000000,,2613000000,2963000000,2981000000,3167000000,,3325000000,3755000000,3860000000,3849000000,,4733000000,5315000000,5503000000,5587000000,,0.61,0.7,0.71,0.76,,-7.964006017,12.92352588,20.12808768,10.3866404,68.47221793,48.93549076,-27.49362021,3.803828681,25.03337332,-18.59340458
WIT,Wipro,India,Information Technology,230000,INR,3/31/2025,0,0,0,,,,,,,,,,,,9232721885,10562788360,10477889258,10399457103,,1426358609,1324906925,1289327046,1533320037,,1586748222,1577444691,1561055534,1758986123,,2743923098,3028375362,3106305570,3187737735,0.111303855,0.130097689,0.120700772,0.121517895,,-14.12867673,14.55617181,-6.54545668,-25.84537084,50.95761383,68.85810842,-51.96677851,18.76332115,28.5290993,-13.93297592
HPQ,HP Inc,USA,Information Technology,58000,USD,10/31/2024,0,0,0,,,,,,,,,,,,63460000000,62910000000,53718000000,53559000000,,6541000000,3132000000,3263000000,2775000000,,5678000000,5117000000,4223000000,4202000000,,13407000000,12263000000,11508000000,11818000000,,5.33,3.05,3.26,2.81,33.07519844,44.61967767,-1.590860436,5.79290354,21.97094722,56.88090123,-26.48066705,15.52862498,13.11681417,-22.57926933
DELL,Dell Technologies,USA,Information Technology,108000,USD,1/31/2025,0,0,0,,,,,,,,,,,,1.01E+11,1.02E+11,88425000000,95567000000,,5563000000,2442000000,3388000000,4592000000,,4659000000,5771000000,5411000000,6237000000,,21891000000,22686000000,21069000000,21250000000,,7.02,3.24,4.6,6.38,26.36782393,47.56716538,0.633585849,5.556688306,39.26238651,50.89218864,-26.61995088,94.20870274,54.53410188,8.697666786
FIS,FIS,USA,Information Technology,50000,USD,12/31/2024,0,0,0,,,,,,,,,,,,9339000000,9720000000,9831000000,10127000000,,417000000,-16752000000,-6655000000,1450000000,,1234000000,1279000000,1560000000,1761000000,,3349000000,3461000000,3656000000,3804000000,,0.67,-27.68,-11.26,2.61,28.94568553,24.97912855,8.195205555,38.9678348,0.744711748,-21.30000832,-36.57843251,-9.374907634,37.24973754,0.648195324
FI,FISERV,USA,Information Technology,38000,USD,12/31/2024,0,0,0,,,,,,,,,,,,16226000000,17737000000,19093000000,20456000000,,1334000000,2530000000,3068000000,3131000000,,2288000000,3686000000,4847000000,5879000000,,8098000000,9745000000,11423000000,12443000000,,1.99,3.91,4.98,5.38,17.97092141,22.75791543,10.57895631,59.90860363,-2.68965754,-8.114288665,-2.686309358,30.5937817,55.87546393,-16.74879139
ACN,Accenture,Ireland,Information Technology,791000,USD,8/31/2024,0,0,0,,,,,,,,,,,,50533389000,61594305000,64111745000,64896464000,,5906809000,6877169000,6871557000,7264787000,,7621529000,9367181000,8809889000,9595847000,,16364128000,19701539000,20731607000,21162317000,,9.16,10.71,10.77,11.44,16.44662516,33.0519079,-7.26840374,53.528518,24.0986153,60.51539789,-34.77056932,32.42390218,2.862356093,-15.55169373
EPAM,EPAM Systems,USA,Information Technology,61200,USD,12/31/2024,0,0,0,,,,,,,,,,,,3758144000,4824698000,4690540000,4727940000,,481652000,419416000,417083000,454533000,,542316000,572966000,527161000,544584000,,1274447000,1538015000,1434026000,1450443000,,8.15,7.09,7.06,7.84,-17.51956323,66.09461935,5.965432081,84.99867547,67.42014719,87.49895444,-51.10693599,-11.18346454,-20.03816127,-25.92106669
SNPS,Synopsys,USA,Information Technology,20000,USD,10/31/2024,0,0,0,,,,,,,,,,,,4204193000,4615714000,5318014000,6127436000,,757516000,984594000,1229888000,2263380000,,768195000,1159935000,1326330000,1355711000,,3342416000,3717701000,4287171000,4882147000,,4.81,6.29,7.92,14.51,30.48104592,43.81642856,-2.63096868,68.87216397,83.10170917,42.61922983,-13.03080536,59.41485237,-4.175612061,1.738724838
CDNS,Cadence Design,USA,Information Technology,12837,USD,12/31/2024,0,0,0,,,,,,,,,,,,2988244000,3561718000,4089986000,4641264000,,695955000,848952000,1041144000,1055484000,,778041000,1073741000,1262238000,1374528000,,2681238000,3190095000,3654945000,3993762000,,2.5,3.09,3.82,3.85,26.09999657,64.45143214,3.190476554,64.10315442,92.71872244,37.51917659,-13.48556348,67.27261073,12.14890074,0.118099945
MU,Micron,USA,Information Technology,48000,USD,8/31/2024,0,0,0,,,,,,,,,,,,27705000000,30758000000,15540000000,25111000000,,5861000000,8687000000,-5833000000,778000000,,6747000000,9709000000,-5459000000,1246000000,,10423000000,13898000000,-1416000000,5613000000,,5.14,7.75,-5.34,0.7,58.49604116,86.31631187,-24.00095353,71.64516512,31.1212196,22.93569868,-46.36731423,69.95885517,1.993369847,47.00215917
STX,Seagate,USA,Information Technology,30000,USD,6/30/2024,0,0,0,,,,,,,,,,,,10681000000,11661000000,7384000000,6551000000,,1314000000,1649000000,-529000000,335000000,,1500000000,1958000000,60000000,422000000,,2917000000,3469000000,1351000000,1536000000,,5.36,7.36,-2.56,1.58,15.39105549,15.78980812,-4.66627608,64.42330174,6.81855155,88.43662468,-51.43654659,68.38337732,5.151049565,64.37966596
WDC,Western Digital,USA,Information Technology,51000,USD,6/30/2024,0,0,0,,,,,,,,,,,,16922000000,18793000000,12318000000,13003000000,,821000000,1546000000,-1684000000,-798000000,,1173000000,2434000000,-1092000000,210000000,,4521000000,5874000000,1887000000,2945000000,,2.66,4.75,-5.44,-1.72,16.85419659,15.34445725,-53.67583994,74.09074675,-21.83986303,18.96268983,-52.01521394,64.0150217,15.18547472,40.14146553
PLTR,Palantir,USA,Information Technology,4001,USD,12/31/2024,0,0,0,,,,,,,,,,,,1541889000,1905871000,2225012000,2865507000,,-520379000,-373705000,209825000,462190000,,-411046000,-161201000,119966000,310403000,,1202485000,1497322000,1793907000,2299517000,,-0.27,-0.18,0.09,0.19,,,,,151.0000038,-21.83186678,-65.03268049,160.9422534,355.3392143,71.57481723
GFS,GlobalFoundries,USA,Information Technology,13000,USD,12/31/2024,0,0,0,,,,,,,,,,,,6585000000,8108000000,7392000000,6750000000,,-250000000,1448000000,1020000000,-265000000,,-60000000,1261000000,1200000000,728000000,,1013000000,2239000000,2101000000,1651000000,-2.53833,-0.5,2.62,1.83,,,,,,,37.18357832,-17.20694051,12.36788083,-27.8436587,-10.94112491
DOW,Dow Inc.,USA,Materials,36000,USD,12/31/2024,0,0,0,,,,,,,,,,,,54968000000,56902000000,44622000000,42964000000,,6311000000,4582000000,589000000,1116000000,,7887000000,5702000000,2100000000,1905000000,,10777000000,8564000000,4880000000,4606000000,,8.38,6.28,0.82,1.57,,,,7.626241453,6.847053218,6.311985562,-7.429632952,14.23025506,-23.9771954,-30.11096488
DD,DuPont,USA,Materials,24000,USD,12/31/2024,0,0,0,,,,,,,,,,,,12566000000,13017000000,12068000000,12386000000,,6467000000,5868000000,423000000,703000000,,1870000000,2022000000,1717000000,1829000000,,4595000000,4615000000,4233000000,4507000000,,2.16,11.61,0.94,1.67,17.86315976,27.88958401,-24.18738819,-14.99513703,10.95673985,13.57577762,-13.63505581,13.66138838,1.222412705,-9.144114181
NEM,Newmont,USA,Materials,22200,USD,12/31/2024,0,0,0,,,,,,,,,,,,12222000000,11915000000,11812000000,18682000000,,1166000000,-429000000,-2494000000,3348000000,,1996000000,1605000000,708000000,5910000000,,4464000000,3262000000,3005000000,7143000000,,1.46,-0.54,-2.94,2.92,85.45787841,10.74257747,-7.497390392,32.18058968,41.13085609,3.195837712,-19.66757262,-10.78347043,-8.088242976,50.72066155
FCX,Freeport-McMoRan,USA,Materials,28500,USD,12/31/2024,0,0,0,,,,,,,,,,,,22845000000,22780000000,22855000000,25455000000,,4306000000,3468000000,1848000000,1889000000,,8286000000,7034000000,6225000000,6864000000,,8815000000,7690000000,7160000000,7660000000,,2.9,2.39,1.28,1.3,99.84849882,40.54855363,-44.51769698,32.35263894,99.4637422,53.77460345,-6.785191063,13.83576305,-7.902803213,15.22224836
SHW,Sherwin-Williams,USA,Materials,63890,USD,12/31/2024,0,0,0,,,,,,,,,,,,19944600000,22148900000,23051900000,23098500000,,1864400000,2020100000,2388800000,2681400000,,2664700000,3000600000,3606400000,3761900000,,8542700000,9325100000,10758100000,11195100000,7.36,6.98,7.72,9.25,,5.720430247,52.98715738,-4.311413332,50.02170858,25.38243697,44.13907395,-31.24444461,30.93263705,12.14337802,2.067754777
ECL,Ecolab,USA,Materials,48000,USD,12/31/2024,0,0,0,,,,,,,,,,,,12733100000,14187800000,15320200000,15741400000,,1129900000,1091700000,1372300000,2112400000,,1701200000,1703000000,2103700000,2613500000,,5117300000,5356800000,6165300000,6841700000,,3.91,3.81,4.79,7.37,5.108509881,14.92089483,8.808410058,32.99567486,12.19316085,8.293526699,-37.1226387,36.54600689,20.53489743,14.48950567
IP,International Paper,USA,Materials,65000,USD,12/31/2024,0,0,0,,,,,,,,,,,,19363000000,21161000000,18916000000,18619000000,,1752000000,1504000000,288000000,557000000,,1466000000,1754000000,766000000,476000000,,5531000000,6018000000,5287000000,5243000000,,4.47,4.1,0.82,1.57,49.06972968,13.02778965,-29.62938023,20.42374427,12.60618626,2.990394887,-23.64618253,9.793498651,54.40300744,-10.80593331
ALB,Albemarle,USA,Materials,8300,USD,12/31/2024,0,0,0,,,,,,,,,,,,3327957000,7320104000,9617203000,5377526000,,123672000,2689816000,1573476000,-1179449000,,502463000,2478461000,190182000,-642229000,,997971000,3074587000,1185909000,62539000,,1.06,22.84,13.36,-11.2,59.13803416,48.37097437,-39.6419185,-3.155921808,106.5484792,54.51648416,-7.795375568,-33.49901307,-38.82722625,-23.94550572
CF,CF Industries,USA,Materials,2800,USD,12/31/2024,0,0,0,,,,,,,,,,,,6538000000,11186000000,6631000000,5936000000,,917000000,3346000000,1525000000,1218000000,,2184000000,5571000000,2252000000,1711000000,,2387000000,5861000000,2545000000,2056000000,,4.24,16.38,7.87,6.74,-17.7287096,37.8726678,1.613110399,13.9258532,-18.1451508,88.67922033,20.99009684,-4.171552012,8.071343652,7.078509257
CE,Celanese,USA,Materials,11000,USD,12/31/2024,0,0,0,,,,,,,,,,,,8537000000,9673000000,10940000000,10280000000,,1890000000,1894000000,1960000000,-1522000000,,1938000000,1382000000,1218000000,1037000000,,2682000000,2380000000,2603000000,2356000000,,16.86,17.34,17.92,-13.93,21.38393592,37.33066908,-15.01708515,41.56180283,7.289683851,29.31966743,-38.08331194,54.02837855,-54.69423381,-18.22562543
EMN,Eastman Chemical,USA,Materials,14000,USD,12/31/2024,0,0,0,,,,,,,,,,,,10476000000,10580000000,9210000000,9382000000,,857000000,793000000,894000000,905000000,,1863000000,1248000000,1054000000,1376000000,,2500000000,2137000000,2061000000,2290000000,,6.25,6.35,7.49,7.67,16.16020563,25.23127599,-20.67147816,12.33417923,29.89361254,21.23890573,-30.71395306,14.77147418,5.213416531,-14.7017494
PPG,PPG Industries,USA,Materials,46000,USD,12/31/2024,0,0,0,,,,,,,,,,,,16802000000,15614000000,16242000000,15845000000,,1439000000,1026000000,1270000000,1116000000,,1686000000,1666000000,2035000000,2287000000,,6516000000,5639000000,6564000000,6593000000,4.45,6.01,4.32,5.35,,-1.045815107,24.35668133,-11.98908706,33.80987053,8.921690269,19.96196249,-25.56052138,20.18921992,-17.70343078,-2.989261007
APD,Air Products,USA,Materials,21850,USD,9/30/2024,0,0,0,,,,,,,,,,,,10323000000,12698600000,12600000000,12100600000,,2099100000,2256100000,2300200000,3828200000,,2267800000,2412500000,2739200000,2947500000,,3136900000,3360100000,3767000000,3931900000,,9.43,10.14,10.33,17.18,24.26908716,17.25190538,-0.506374062,52.02053829,17.18107526,12.16457571,3.825603512,-9.481512794,8.165461402,-0.867465989
LIN,Linde,Ireland,Materials,65069,USD,12/31/2024,0,0,0,,,,,,,,,,,,30793000000,33364000000,32854000000,33005000000,,3826000000,4147000000,6199000000,6565000000,,5283000000,6460000000,8105000000,8595000000,,13250000000,13914000000,15362000000,15862000000,,7.33,8.23,12.59,13.62,19.10080061,34.24919887,3.136548953,40.37920562,24.64961248,30.99138738,-4.390953024,31.07661991,3.166119394,10.94978486
NUE,Nucor,USA,Materials,32700,USD,12/31/2024,0,0,0,,,,,,,,,,,,36483939000,41512000000,34714000000,30734000000,,6827461000,7607000000,4525000000,2027000000,,9318805000,10506000000,6230000000,2979000000,,11025414000,12503000000,7815000000,4102000000,,23.16,28.79,18,8.46,54.71873679,9.197091254,-17.03765225,13.50374986,-3.170754594,113.8913355,16.63172516,33.75276702,-32.63295615,12.07591837
STLD,Steel Dynamics,USA,Materials,13000,USD,12/31/2024,0,0,0,,,,,,,,,,,,18408850000,22260774000,18795316000,17540390000,,3214066000,3862674000,2450882000,1537134000,,4689216000,5544373000,3423214000,2107941000,,5362424000,6117831000,4045883000,2802586000,,15.56,20.92,14.64,9.84,106.3496066,22.10095934,-29.73066136,20.37288702,10.43655471,67.30973795,59.46719824,22.62557512,-2.398346237,14.5875862
