,Unnamed: 0,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,Average Rank,Years Appeared,Adjusted Score,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,2022_x,2023_x,2024_x,2025_x,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,ReportDate_2024,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y,2022_y,2023_y,2024_y,2025_y
139,139,KNEBV.HE,Kone Oyj,Finland,Industrials,63852.0,EUR,31.33333333,3,0.095744681,,,,43.0,32.0,,,19.0,,,,12092122195.0,12543646070.0,12596090005.0,12764117611.0,,1166417509.0,890741826.7,1064749881.0,1094077082.0,,1506383014.0,1238182893.0,1435882725.0,1477745866.0,,6241748279.0,6411040980.0,6783208901.0,7209315869.0,2.081656173,2.254169116,1.713628563,2.058654448,,12/31/2024,11.488430213917512,9.196515419895036,-3.691875726395901,45.79502561845913,17.650202048527774,-4.9861771116041655,-20.75032906723774,-3.9056002738376776,8.28816338625122,21.249077983237992
140,140,4902.T,Konica Minolta Inc,Japan,Information Technology,35631.0,JPY,62.4,5,0.080128205,,,,96.0,72.0,41.0,53.0,50.0,,,,6233080852.0,7730584706.0,7575398140.0,7713385067.0,,-178650566.4,-705445081.8,30918317.6,-324734658.9,,-152492069.4,-650549851.7,188361694.7,-437780398.7,,2685851887.0,3323278037.0,3249131521.0,3278668397.0,,-0.361978887,-1.428561682,0.062370063,-0.656390206,3/31/2025,-1.1828162918272112,-4.205970766204709,-5.68684083986686,-23.85270428201983,-41.26392838783929,39.80983697295629,4.203883872526219,-21.371432140350063,60.84119293591389,-31.68019395493305
141,141,KPN.AS,Koninklijke KPN NV,Netherlands,Communication Services,9718.0,EUR,47.5,4,0.084210526,,,,,40.0,93.0,13.0,44.0,,,,6060954715.0,6108108253.0,6255319297.0,6443933447.0,,1481311133.0,874065575.6,970672823.4,975273168.6,,1175388182.0,1376653282.0,1515813722.0,1583668813.0,,4317423909.0,4393329604.0,4550891425.0,4702702814.0,0.149511217,0.356526748,0.207015531,0.230017257,,12/31/2024,-9.076321347513892,7.617412016296169,-8.64161517390845,8.07958175193042,0.70719963899973,14.474768501293552,10.07527005121133,12.207087918188687,17.566300805439678,20.79379248372408
142,142,PHIA.AS,Koninklijke Philips NV,Netherlands,Health Care,67247.0,EUR,38.16666667,6,0.15720524,22.0,7.0,19.0,27.0,,,56.0,98.0,,,,19730880283.0,20502588179.0,20895917688.0,20725704918.0,,3817136376.0,-1849338744.0,-535940208.2,-807360571.1,,716503754.7,-203565272.2,-193214495.7,589994263.5,,8243818481.0,8273720725.0,8565842641.0,8939620683.0,,3.885591811,-1.937473306,-0.567166201,-0.862564713,12/31/2024,24.196996633484723,8.871247570732272,-2.493646625666632,42.845429418122144,3.8665410817964414,-25.9728557121546,-57.28535075682905,55.27060826175018,19.161433348581777,-17.63401756415818
143,143,LAND.L,Land Securities Group plc,United Kingdom,Real Estate,,GBP,50.0,1,0.02,,,,,,,,,,50.0,,912303290.4,1062786307.0,1107125053.0,1117873840.0,,1167586980.0,-831687388.4,-428607878.7,532064952.9,,525346961.0,581778092.4,572372903.8,588496084.2,,622086043.4,697327551.8,671799182.9,685235166.5,,1.573353686,-1.123248234,-0.577747297,0.712107134,3/31/2025,-8.65466441776372,-11.580272155978372,-20.493978922990834,23.78409047207152,-30.461763935223917,12.339344937998147,-20.99765827548763,13.128346876899236,-17.724520006118443,5.650081244936104
144,144,LR.PA,Legrand SA,France,Health Care,,EUR,50.75,4,0.078817734,62.0,59.0,51.0,,,,31.0,,,,,8043933485.0,9591029554.0,9680161241.0,9946981259.0,,1040253044.0,1149511241.0,1320874097.0,1341460641.0,,1545830974.0,1663599809.0,1830477329.0,1889246738.0,,4088556738.0,4769062793.0,5059114553.0,5136400352.0,,3.871190431,4.285221493,4.949971365,5.086831633,12/31/2024,5.409996325898319,20.46404251352844,-21.51586560226194,51.99288729312711,3.49802820972372,41.47609216702465,-25.83485593246806,27.661881075682288,1.077291870229392,16.90860525699933
145,145,LNVGF,Lenovo Group Ltd,China,Information Technology,,USD,83.33333333,6,0.072,68.0,98.0,72.0,,97.0,78.0,87.0,,,,,71618216000.0,61946854000.0,56863784000.0,69076968000.0,,2029818000.0,1607722000.0,1010506000.0,1384445000.0,,3080569000.0,2668823000.0,2005784000.0,2164153000.0,,12048975000.0,10501092000.0,9803183000.0,11097610000.0,,0.1577,0.1274,0.0805,0.1062,3/31/2025,-35.60238971173505,2.2379972509585824,21.091300051070256,6.43795070801876,34.51745497555464,23.50792738518811,-23.419249093364712,80.82881017045209,-8.903926814717078,-10.077519308209066
146,146,066570.KS,LG Electronics Inc,South Korea,Consumer Discretionary,,KRW,59.5,4,0.067226891,44.0,65.0,,30.0,,,99.0,,,,,53968313390.0,60948630064.0,60068980247.0,64059953513.0,,753364462.0,873653336.4,520567826.0,268362951.1,,2963188034.0,2592953553.0,2667670052.0,2497079234.0,,13798931372.0,14776687759.0,14459067795.0,15611320159.0,7.978269196,4.180449492,4.848591201,2.887248435,,12/31/2024,-3.50889276059388,105.4616597146777,-40.77777394469965,15.1129267146368,89.85216586288676,1.7254668256430985,-39.03472948962828,17.684605233201907,-17.363090217610974,-9.992767780272002
147,147,LI,Li Auto Inc,China,Consumer Discretionary,,CNY,33.0,2,0.060606061,,,,,,,,,43.0,23.0,,3757620917.0,6300336150.0,17230291135.0,20097377127.0,,-44721063.13,-279940875.2,1628287850.0,1117466617.0,,-141530329.1,-508469257.1,1030450340.0,976504457.2,,801537845.2,1222934898.0,3825368830.0,4125784385.0,,-0.047301058,-0.289371176,1.544240409,1.054535342,12/31/2024,,,,,87.60490571553218,5.306528023251297,-38.21926306565565,72.01286724020943,-32.244554258691004,15.985134182493486
148,148,LLOY.L,Lloyds Banking Group plc,United Kingdom,Financials,61228.0,GBP,76.0,1,0.013157895,,,,76.0,,,,,,,,21932899723.0,21564753771.0,25795745025.0,24994960399.0,,7771372948.0,5141950946.0,7336047077.0,5940048375.0,,,,,,,,,,,,0.100769877,0.06583632,0.100769877,0.083303099,12/31/2024,-13.413401557849715,8.731814640818488,-24.875932422873102,24.664230769198618,-42.25881904592316,30.69767963497077,-7.697490643828292,3.6600780867502634,13.813846379885,37.23806300215124
149,149,OR.PA,L'Oreal SA,France,Consumer Staples,,EUR,66.4,5,0.075301205,14.0,38.0,84.0,98.0,98.0,,,,,,,37133525893.0,44002991266.0,47363428378.0,50013572201.0,,5287061655.0,6563082386.0,7112133578.0,7370557966.0,,7084991542.0,8575963400.0,9365497634.0,9991374590.0,,27434503237.0,31838068608.0,34980449361.0,37101553494.0,,9.442208389,12.20241547,13.24899399,13.74353109,12/31/2024,15.8327386386423,9.061280061058628,9.212586044628308,34.38432860973667,20.10503417728317,34.92915606958867,-20.422608593559517,35.94861596410912,-24.381646752580977,6.919790620432455
150,150,MFC.TO,Manulife Financial Corp,Canada,Financials,37000.0,CAD,93.5,2,0.021390374,,,,,,,,,98.0,89.0,,43554620318.0,17189376315.0,30794145002.0,33176362416.0,,4845224970.0,-1528462136.0,3976185070.0,4098462041.0,,,,,,,,,,,,2.576550457,2.678447933,1.899660083,2.067063079,12/31/2024,22.00100239030328,11.75806070740119,-24.19254633000692,43.32304524908936,-10.124142572560196,11.901803153245517,3.1363040102049906,27.279198892249013,57.90807057144028,-1.108872510771981
151,151,MKS.L,Marks & Spencer Group PLC,United Kingdom,Consumer Discretionary,64000.0,GBP,26.5,2,0.075471698,21.0,32.0,,,,,,,,,,14625202571.0,16030875182.0,17520657050.0,18564229900.0,,411947258.9,488263646.1,579359615.3,397302036.8,,793797914.5,750534047.1,1066951462.0,897389348.5,,5044943144.0,5568677787.0,5815362447.0,6191166910.0,,0.202883353,0.240504107,0.27946846,0.188103771,3/31/2025,-21.52468091973335,-10.313381861723675,-21.580451013267403,-7.834284830983332,-35.75081657694735,68.92431638115153,-47.86469238678878,119.06771779672118,36.65269141334196,-6.367583571359297
152,152,MAXN,Maxeon Solar Technologies Ltd,Singapore,Information Technology,,USD,45.0,3,0.066666667,,,,,,,,69.0,44.0,22.0,,783279000.0,1060113000.0,1123110000.0,509048000.0,,-254520000.0,-267424000.0,-275829000.0,-614300000.0,,-164363000.0,-198176000.0,-93755000.0,-460486000.0,,-29014000.0,-47948000.0,78115000.0,-249413000.0,-582.0,-679.0,-653.85,-594.46,,12/31/2024,,,,,-8.950617283950617,-51.43540669856459,13.498233215547703,-55.43816034804227,-98.90007187701404,-66.1103964334784
153,153,MKC,McCormick & Company Inc,USA,Consumer Staples,14100.0,USD,27.55555556,9,0.326612903,,14.0,23.0,13.0,22.0,6.0,14.0,22.0,49.0,85.0,,6317900000.0,6350500000.0,6662200000.0,6723700000.0,,755300000.0,682000000.0,680600000.0,788500000.0,,1090500000.0,917400000.0,1024200000.0,1069800000.0,,2494600000.0,2274500000.0,2502500000.0,2591000000.0,,2.8,2.52,2.52,2.92,11/30/2024,12.514150963374249,10.826838045929188,38.64616638694058,25.441992960754767,13.28420461924532,1.3723651117355136,-12.18809434664209,-16.034307833466734,13.168618647275846,-1.5378816487262077
154,154,MRK,Merck & Co Inc,USA,Health Care,,USD,60.66666667,3,0.049450549,,91.0,13.0,,78.0,,,,,,,48704000000.0,59283000000.0,60115000000.0,64168000000.0,,13049000000.0,14519000000.0,365000000.0,17117000000.0,,13199000000.0,18282000000.0,2954000000.0,20221000000.0,,35078000000.0,41872000000.0,43989000000.0,48975000000.0,,5.14,5.71,0.14,6.74,12/31/2024,16.846011156812743,-1.952832496635124,37.26837890492397,24.199457356082835,-8.707895928309025,2.168914877772385,49.5384753769979,1.5038893168916176,-7.424891945633124,-18.56598042450779
155,155,MRK.DE,Merck KGaA,Germany,Health Care,62604.0,EUR,95.0,1,0.010526316,,,,,,,,95.0,,,,22641748667.0,25568718259.0,24143761353.0,24331225418.0,,3513513597.0,3825186980.0,3247843665.0,3193789610.0,,4840713168.0,5465210020.0,4109258292.0,4621046688.0,,14187464396.0,15761932518.0,14253019314.0,14358827252.0,,8.085106574,8.79816007,7.464059981,7.349051353,12/31/2024,14.53410337701803,-8.461607181507551,2.0541601579480666,19.562524282269692,34.17938665321754,60.52698913045913,-19.909278147927797,-19.450203859526106,-1.69001332748164,-19.685272985656407
156,156,MET,MetLife Inc,USA,Financials,45000.0,USD,64.0,2,0.03125,,,75.0,53.0,,,,,,,,63327000000.0,67822000000.0,66407000000.0,69897000000.0,,6855000000.0,5284000000.0,1578000000.0,4426000000.0,,,,,,,,,,,,7.695566,2.91,1.81,5.94,12/31/2024,18.53834562860583,7.1893662493798205,-17.077928754635245,29.574770785845534,-5.124518548172457,37.39108476023912,18.37912018701176,-5.585111493340655,26.983108823531925,-1.8440305246171145
157,157,OUT1V.HE,Metso Outotec,Finland,Industrials,8340.0,EUR,25.14285714,7,0.278409091,3.0,90.0,5.0,12.0,18.0,8.0,40.0,,,,,8330074953.0,10918919177.0,8005750621.0,6833812698.0,,635997714.9,1311098363.0,-121909146.1,-46003451.35,,815411175.1,1199539994.0,213916048.8,-88556643.84,,1073030503.0,1549166224.0,560092020.2,266820017.8,,1.345600952,2.679701041,-0.276020708,-0.103507766,12/31/2024,210.17505191467504,-7.63288067214641,-57.35308227246049,-8.181488956534423,13.022120259095315,69.23078035376548,-11.882082283731163,-1.4525807505823864,-30.781622534650957,18.25271324118633
158,158,MSFT,Microsoft Corp,USA,Information Technology,228000.0,USD,75.0,1,0.013333333,,75.0,,,,,,,,,,168088000000.0,198270000000.0,211915000000.0,245122000000.0,,61271000000.0,72738000000.0,72361000000.0,88136000000.0,,69916000000.0,83383000000.0,88523000000.0,109433000000.0,,115856000000.0,135620000000.0,146052000000.0,171008000000.0,,8.05,9.65,9.68,11.8,6/30/2024,17.535216927718437,39.27377466273995,18.574085572062614,60.64299430497119,41.09354433206358,53.76099440458941,-27.816569320061145,56.06974119849018,14.483181429957972,14.649610656074502
159,159,NAB.AX,National Australia Bank Ltd,Australia,Financials,39976.0,AUD,65.625,8,0.121904762,73.0,50.0,80.0,74.0,42.0,44.0,71.0,91.0,,,,10754393055.0,11816165346.0,13299552135.0,13295039442.0,,4102682976.0,4442424322.0,4779586987.0,4486906586.0,,,,,,,,,,,,1.193929741,1.32544252,1.474361403,1.435681173,9/30/2024,13.44749051314325,2.5394539955060456,-12.65559412471074,10.666551366242135,-2.973314484151713,34.88567576865764,8.024870850206261,8.261086942584532,27.5612526185737,7.294434129539332
160,160,NTCO3.SA,Natura Cosmeticos SA,Brazil,Consumer Staples,,BRL,38.42857143,7,0.182156134,61.0,19.0,14.0,15.0,30.0,42.0,88.0,,,,,5752160753.0,5295675208.0,3593621826.0,4365359960.0,,189902857.8,-518198900.2,539016708.3,-1618197015.0,,344797382.2,193576023.7,331267193.2,398244573.5,,3481339107.0,3162672667.0,2302772934.0,2848145470.0,,0.135963314,-0.377351381,0.389279476,-1.170103576,12/31/2024,,,,4.372469194510999,35.04138015991996,-51.95541240475695,-54.0798587899254,47.51091096409944,-21.49404693355789,-18.720378468594888
161,161,NWG.L,Natwest Group PLC,United Kingdom,Financials,59400.0,GBP,93.0,1,0.010752688,,,,,,,,,,93.0,,13892807102.0,17939725380.0,19857040248.0,19687746854.0,,4390879459.0,4822174535.0,6228922024.0,6451959352.0,,,,,,,,,,,,0.366079498,0.451449051,0.64089642,0.713450732,12/31/2024,-24.681412826090472,22.52096260326847,-22.763340676916314,13.037369638664464,-31.95640512038305,33.11752135072847,9.03113936642413,-17.653991707374853,82.34796690869729,23.525307739510485
162,162,6701.T,NEC Corp,Japan,Information Technology,,JPY,86.0,1,0.011627907,,86.0,,,,,,,,,,20612861418.0,22657142828.0,23780378429.0,23412237763.0,,966168359.9,783045203.4,1022547615.0,1198045484.0,,906314983.3,1165656819.0,1285780740.0,1754137516.0,,6062021379.0,6553288210.0,6878884561.0,7252954487.0,,0.709240628,0.58061605,0.767657852,0.899236802,3/31/2025,-17.096694873511584,-3.1847076814617363,9.53863875499644,41.414985186207566,24.62010556933622,-4.330933065476015,-12.679992649226485,82.11559930064439,65.55164226341968,43.20544998207242
163,163,NESTE.HE,Neste Oyj,Finland,Energy,5408.0,EUR,18.6,10,0.537634409,39.0,23.0,2.0,3.0,3.0,4.0,24.0,29.0,19.0,40.0,,17421507025.0,29565268095.0,26368028226.0,23732030464.0,,2036802808.0,2171362904.0,1648073645.0,-109258196.9,,2285221446.0,2724554406.0,1894192109.0,-2300172.567,,3235192716.0,3934445176.0,3408855745.0,1457159321.0,1.069580244,2.645198452,2.829212258,2.15066135,,12/31/2024,31.768964123333376,46.92920785391827,26.90281721644436,42.34314572815472,93.67521445165129,-26.189835796503186,0.779725590441545,-25.2758254594634,-60.4633494374764,-2.2855081947486835
164,164,NESN.SW,Nestle SA,Switzerland,Consumer Staples,251786.0,CHF,69.5,2,0.028776978,89.0,,50.0,,,,,,,,,106964000000.0,115903000000.0,114156000000.0,112161000000.0,,20672576914.0,11335982727.0,13707123019.0,13309691046.0,,18257413388.0,19159889683.0,19163558286.0,19092631965.0,,51362885274.0,52626107513.0,52611433102.0,52644450527.0,,7.410577705,4.18220722,5.172729982,5.123815278,12/31/2024,2.013534876700638,17.373812882937383,-1.637933322485629,33.0256889856935,2.364021742605859,24.426907921334852,-14.55798799890852,-7.568587079042412,-21.387510244082552,12.636406059916924
165,165,NIO,NIO Inc,China,Consumer Discretionary,,CNY,47.33333333,3,0.063380282,,,,,,,,79.0,50.0,13.0,,5027326544.0,6854279531.0,7737608974.0,9144624285.0,,-1470827637.0,-2025521018.0,-2941982070.0,-3152155276.0,,-625529079.7,-2175940329.0,-3151806361.0,-3043137607.0,,949002926.7,715636203.1,424568171.5,903277968.2,,-0.934891491,-1.236783535,-1.730662224,-1.534501956,12/31/2024,,,7.833329836527507,-39.31484569067567,1080.0000534988044,-36.6796920198248,-70.91288822538851,-11.165527316977895,-50.95184809901638,-22.398189874395484
166,166,7201.T,Nissan Motor Co Ltd,Japan,Utilities,,JPY,82.5,2,0.024242424,97.0,,68.0,,,,,,,,53770736168.0,57614243451.0,72468918707.0,86755363020.0,,-3068559246.0,1473991981.0,1517534765.0,2917776882.0,,-1030275484.0,1691288735.0,2578981604.0,3889361590.0,,7186405903.0,9260135283.0,11720709510.0,14135258459.0,,-0.784207803,0.376613968,0.387556085,0.780111868,,,-3.2662103762221,-1.3728122319908922,-17.6309268007626,-22.327025778638674,-11.20976042675166,-2.319855818227344,-25.843478448724998,38.34360468584337,-11.94336557373429,-25.83763245995338
167,167,NOKIA.HE,Nokia Oyj,Finland,Information Technology,,EUR,44.2,5,0.113122172,60.0,18.0,35.0,64.0,,,,,,44.0,,25534215670.0,27327200187.0,24310523865.0,22104658372.0,,1866590038.0,4887866706.0,764807378.6,1468660184.0,,2034502636.0,2810810877.0,1673375543.0,1807935638.0,,10159862230.0,11617021551.0,9828637380.0,10194364819.0,,0.333525022,0.862564713,0.138010354,0.264519845,12/31/2024,-27.438423878828527,-12.597341590709965,33.29185943513425,-33.088723479555604,-5.912210098928618,74.7335658338163,-21.17626851029936,-27.90894280290886,47.683521473569854,5.567946894917391
168,168,NDA-SE.ST,Nordea Bank AB,Sweden,Financials,,EUR,77.66666667,6,0.077253219,,,86.0,47.0,,86.0,70.0,94.0,83.0,,,11106383242.0,11129384967.0,13498562712.0,13845888769.0,,4405980553.0,4127659672.0,5674525724.0,5818286509.0,,,,,,,,,,,,1.092581969,1.081081107,1.575618209,1.656124249,12/31/2024,11.038369400505417,-1.0938966681075124,-24.516821323327708,2.889132643473552,-11.494398719364332,64.90487252643985,0.9470482783375388,11.680595186945798,-3.0724616575913952,12.311036113851548
169,169,NDX1.DE,Nordex SE,Germany,Industrials,,EUR,10.5,2,0.19047619,,,,,,,,,5.0,16.0,,6261012224.0,6548086411.0,7462988101.0,8394278520.0,,-264699258.7,-572468098.7,-348281779.4,10162162.4,,-126210468.8,-604253033.3,-195405410.0,223581373.9,,951077653.3,558998288.1,1132657876.0,1765351393.0,,-1.932144957,-3.116733829,-1.529614757,0.046003451,12/31/2024,-36.75558118577191,-56.606357231847646,-15.240222801387713,54.436219518849526,81.34206257324986,-34.05942950669894,1.2540067388048517,-21.271766930372173,8.365392991777309,45.5662811584187
170,170,NOVN.SW,Novartis AG,Switzerland,Health Care,75883.0,USD,62.0,4,0.064516129,98.0,68.0,64.0,18.0,,,,,,,,43974000000.0,43461000000.0,46660000000.0,51722000000.0,,24021000000.0,6955000000.0,14850000000.0,11941000000.0,,10056000000.0,7946000000.0,9769000000.0,14544000000.0,,32239000000.0,31879000000.0,34188000000.0,38895000000.0,,10.63,3.17,7.1,5.87,12/31/2024,-9.717458045113451,14.951550279425852,6.197993274526851,30.739633376904024,-5.0241625561535805,-1.353095381178693,9.132191126498226,10.504352698921524,6.374649440766966,11.02579714767564
171,171,NVAX,Novavax Inc,USA,Health Care,952.0,USD,100.0,1,0.01,,,,,,,,100.0,,,,197581000.0,1598951000.0,556382000.0,682162000.0,,-1743751000.0,-657939000.0,-545062000.0,-187499000.0,,-1686576000.0,-644736000.0,-566511000.0,-248931000.0,,197581000.0,696312000.0,212614000.0,479423000.0,,-23.44,-8.42,-5.41,-1.23,12/31/2024,-84.57772233522608,-3.125004423782164,49.593490513848245,-88.37209353903422,2881.453604013511,37.382436578202245,-92.8625981947527,-54.6742198151727,64.52281215594394,-22.29064000356101
172,172,NOVO-B.CO,Novo Nordisk A/S,Denmark,Health Care,77406.0,DKK,60.16666667,6,0.099722992,19.0,,,58.0,71.0,98.0,,,53.0,62.0,,21709600067.0,27284094959.0,35811743048.0,44776512701.0,,7363532460.0,8561260964.0,12902872602.0,15571087298.0,,9042171778.0,11534612723.0,15815628674.0,19788269624.0,,18061832181.0,22897768946.0,30297227094.0,37911776805.0,,1.59892438,1.884171256,2.870971259,3.489263136,12/31/2024,-33.71905190831651,35.72581732738727,-8.51335125839285,33.32646774604704,12.96360130148605,74.31647614740312,29.23379117371245,50.30705359270405,-9.838755360952634,-26.59701184806628
173,173,NVZMF,Novozymes A/S,Denmark,Materials,10582.0,EUR,34.71428571,7,0.201646091,,36.0,,,6.0,36.0,35.0,23.0,58.0,49.0,,2311994661.0,2709395473.0,2762737271.0,4408855769.0,,486491552.7,567409431.9,466820022.5,351696385.6,,600769129.7,683484484.4,702587710.7,757906860.9,,1333444583.0,1478259012.0,1500632583.0,2081081130.0,,1.736586585,2.035943694,1.679125974,0.77055781,12/31/2024,-27.46148733695283,72.48738251852848,-20.710484740864505,12.935790790489476,19.829319101022275,40.69353336469314,-36.37613062584586,11.126241407198997,4.01045757180203,30.852995409762883
174,174,NVDA,NVIDIA Corp,USA,Information Technology,36000.0,USD,79.5,2,0.025157233,,,59.0,,,100.0,,,,,,26914000000.0,26974000000.0,60922000000.0,130497000000.0,,9752000000.0,4368000000.0,29760000000.0,72880000000.0,,10041000000.0,5577000000.0,32972000000.0,81453000000.0,,17475000000.0,15356000000.0,44301000000.0,97858000000.0,,0.385,0.174,1.19,2.94,1/31/2025,233.744461975854,86.06697248421943,-31.54412222042831,78.52674428612572,120.60636020179592,125.97129963340883,-50.93856624510591,233.60695055300368,179.28069224093656,6.024464230644696
175,175,ORK.OL,Orkla ASA,Norway,Consumer Staples,19080.0,NOK,80.5,4,0.049689441,,,87.0,,,81.0,,70.0,84.0,,,4993713466.0,5780772050.0,6711976207.0,6995020294.0,,475997191.7,496886419.5,514409610.6,599649540.3,,608361635.4,733697002.4,685186473.3,787652590.9,,2501757286.0,2922808879.0,3266936632.0,3513449321.0,,0.477185205,0.498965442,0.515795626,0.599946544,12/31/2024,16.536463355232307,22.832678695567964,-19.229529905765,36.64014020684964,0.5255840333075799,4.894645913238468,-16.48377868809241,15.877483763563497,29.82910743447638,15.622681268033295
176,176,ORSTED.CO,Orsted A/S,Denmark,Utilities,8251.0,DKK,15.375,8,0.520325203,,,70.0,4.0,1.0,2.0,7.0,13.0,17.0,9.0,,10660369595.0,16687867364.0,10650809970.0,9071313216.0,,1690203380.0,2332240132.0,-3161768885.0,-31762625.1,,1589981505.0,2450810320.0,577278001.8,3286660760.0,,2471471445.0,4460336014.0,3461971948.0,3526268136.0,,3.746756262,5.334887516,-7.724793774,-0.339212501,12/31/2024,4.941170477289105,29.59026881246895,32.91014222600966,62.8310398679851,84.04673277492965,-32.434492877836625,-23.387035463463267,-39.348348709049205,-13.707745096271298,-16.275523591315224
177,177,OSR.HM,OSRAM Licht AG,Germany,Real Estate,50.0,EUR,37.0,3,0.081081081,,,,77.0,11.0,23.0,,,,,3495112216.0,,5542265801.0,4128809758.0,,-217366307.6,,-510638310.0,-1855089176.0,,-319723986.9,,34502588.51,-144910871.7,,747556084.4,,1446808545.0,966072478.3,,-2.31167343,,-1.955146682,-5.980448675,,,31.809040166172764,53.93369179587359,-48.39606901925113,18.790510720158046,18.024582832529703,9.699769525340209,-12.288513301000917,3.553296820750837,6.203106765164595,2.4742891503376185
178,178,OC,Owens Corning,USA,Materials,,USD,15.0,1,0.066666667,,,,,,15.0,,,,,,8498000000.0,9761000000.0,9677000000.0,10975000000.0,,995000000.0,1241000000.0,1196000000.0,647000000.0,,1438000000.0,1584000000.0,1623000000.0,1701000000.0,,2217000000.0,2616000000.0,2683000000.0,3254000000.0,,9.54,12.7,13.14,7.37,12/31/2024,13.461502766910597,78.55889171039041,-52.278521503135714,51.08527110852771,19.162276229243293,20.44851616960788,-4.773278791012251,74.0494377931325,17.081251144897628,-20.365328586743946
179,179,6752.T,Panasonic Corporation,Japan,Consumer Staples,207548.0,JPY,94.5,2,0.021164021,,,,100.0,89.0,,,,,,,50530631892.0,57302099064.0,58105510282.0,57844027895.0,,1746183965.0,1815721114.0,3036396262.0,2504411081.0,,2531479141.0,1963685883.0,2439182389.0,2780213963.0,,14239871931.0,15465642002.0,17058451689.0,17976638869.0,,0.747962043,0.777710922,1.300402144,1.07253257,3/31/2025,-0.5493361233908277,38.5275469668439,-38.53464265798705,10.758864350178955,20.803459273409956,6.961363672750768,-11.563574487514574,29.364680710227677,20.224983633401948,-8.960030608245878
180,180,PNDORA.CO,Pandora A/S,Denmark,Consumer Discretionary,37000.0,DKK,48.0,1,0.020833333,,,,,,,,,,48.0,,3607062386.0,4080263825.0,4338219513.0,4884660015.0,,641420002.0,775408939.9,730848752.3,805938065.0,,900146627.8,1039686316.0,1085325816.0,1229491129.0,,2745000071.0,3113045635.0,3411398448.0,3899247700.0,,6.42961877,8.279868776,8.495731276,9.960512531,12/31/2024,9.071684452651954,-22.868779389933337,-59.43360608646382,12.834608161801894,143.7445906920956,20.61006874933448,-38.47540562202628,95.29694357688084,43.099708356965245,-14.544730192659108
181,181,PSON.L,Pearson PLC,United Kingdom,Consumer Discretionary,17116.0,GBP,53.71428571,7,0.130319149,82.0,33.0,15.0,11.0,64.0,75.0,96.0,,,,,4605855198.0,5160761323.0,4936380396.0,4772461395.0,,237816910.7,325150804.5,507880182.3,583121690.8,,447418255.8,532064952.9,689265961.6,730917511.0,,2258588853.0,2411759067.0,2465503001.0,2433256640.0,,0.280812058,0.438013067,0.708076339,0.853184962,12/31/2024,12.730566596580148,-10.082310153037566,26.620926466721023,-30.202764824054245,6.906613316152313,-11.85563523026998,51.62053475542466,2.9959351388270066,32.49847026242868,-17.716164296920432
182,182,STLA,Peugeot SA,France,Utilities,248243.0,EUR,62.0,2,0.032258065,81.0,43.0,,,,,,,,,,171845000000.0,206546000000.0,217992000000.0,180423000000.0,,16331225228.0,19320299480.0,21387004531.0,6294422231.0,,18239218373.0,24248419205.0,26433583144.0,6250718952.0,,33899943298.0,40557792794.0,43868891205.0,23597470369.0,,5.186889139,6.106958166,6.831512525,2.116158762,12/31/2024,2.3569186375997235,85.25439098543963,-19.396300852450317,21.44077745855631,20.9613033674971,19.052673757519496,-21.05084518994037,73.52984441687316,-39.70924292972786,-21.407659878614847
183,183,PFE,Pfizer Inc,USA,Health Care,81000.0,USD,93.0,1,0.010752688,,,,,,,,93.0,,,,81288000000.0,101175000000.0,59553000000.0,63627000000.0,,21979000000.0,31372000000.0,2119000000.0,8031000000.0,,23704000000.0,38117000000.0,4416000000.0,14938000000.0,,50467000000.0,66831000000.0,34599000000.0,45776000000.0,,3.85,5.47,0.37,1.41,12/31/2024,5.834674311785179,15.121996804396042,22.305573436706062,-6.413128450175458,2.559326670234493,64.59182977512852,-9.565685125725128,-40.99926602516784,-2.925944469635368,-6.941045396425351
184,184,PIRC.MI,Pirelli & C SpA,Italy,Consumer Discretionary,31188.0,EUR,43.0,2,0.046511628,,,,,,,,,61.0,25.0,,6131627517.0,7608656879.0,7648146242.0,7789907027.0,,348241526.4,480460045.9,550983336.8,538218529.1,,587542279.6,568683164.7,778116177.1,811466379.2,,3767059319.0,4548181821.0,4667247954.0,4855038643.0,,0.348476144,0.480736067,0.55089133,0.538240381,12/31/2024,,11.710328302097244,-23.045266275802128,-4.981591779944331,-14.288473374855412,38.84823917823456,-31.955227161302304,28.24721984488972,14.487497151842824,8.422003332438162
