,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Sum of Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,TotalRevenueIncr_2022,TotalRevenueIncr_2023,TotalRevenueIncr_2024,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,NetIncomeIncr_2022,NetIncomeIncr_2023,NetIncomeIncr_2024,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,OperatingIncomeIncr_2022,OperatingIncomeIncr_2023,OperatingIncomeIncr_2024,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,GrossProfitIncr_2022,GrossProfitIncr_2023,GrossProfitIncr_2024,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,DilutedEPSIncr_2022,DilutedEPSIncr_2023,DilutedEPSIncr_2024,2015_Stock_Performance,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
176,ORSTED.CO,Orsted A/S,Denmark,Utilities,8251,DKK,12/31/2024,15.375,123,8,0.520325203,,,70,4,1,2,7,13,17,9,10660369595,16687867364,10650809970,9071313216,56.54117069,-36.17632656,-14.82982758,1690203380,2332240132,-3161768885,-31762625.1,37.98576903,-235.5678964,-98.99541598,1589981505,2450810320,577278001.8,3286660760,54.14080681,-76.44542309,469.3376068,2471471445,4460336014,3461971948,3526268136,80.4728929,-22.38315819,1.857212853,3.746756262,5.334887516,-7.724793774,-0.339212501,42.38683125,-244.7976879,-95.60878244,,4.941170477,29.59026881,32.91014223,62.83103987,84.04673277,-32.43449288,-23.38703546,-39.34834871,-13.7077451,-16.27552359
177,OSR.HM,OSRAM Licht AG,Germany,Real Estate,50,EUR,,37,111,3,0.081081081,,,,77,11,23,,,,,3495112216,4518689009,5542265801,4128809758,29.28594933,22.65207432,-25.50321644,-217366307.6,-364002308.8,-510638310,-1855089176,67.46031748,40.2843602,263.2882883,-319723986.9,-455002886,34502588.51,-144910871.7,42.31115107,-107.5829384,-519.9999999,747556084.4,-1005556378,1446808545,966072478.3,-234.5125,-243.8813951,-33.227345,-2.31167343,-2.133410056,-1.955146682,-5.980448675,-7.711442788,-8.355795151,205.882353,22.0816014,31.80904017,53.9336918,-48.39606902,18.79051072,18.02458283,9.699769525,-12.2885133,3.553296821,6.203106765,2.47428915
178,OC,Owens Corning,USA,Materials,,USD,12/31/2024,15,15,1,0.066666667,,,,,,15,,,,,8498000000,9761000000,9677000000,10975000000,14.86232055,-0.860567565,13.41324791,995000000,1241000000,1196000000,647000000,24.72361809,-3.626107977,-45.90301003,1438000000,1584000000,1623000000,1701000000,10.15299026,2.462121212,4.805914972,2217000000,2616000000,2683000000,3254000000,17.99729364,2.56116208,21.28214685,9.54,12.7,13.14,7.37,33.12368973,3.464566929,-43.91171994,33.67505274,13.46150277,78.55889171,-52.2785215,51.08527111,19.16227623,20.44851617,-4.773278791,74.04943779,17.08125114,-20.36532859
179,6752.T,Panasonic Corporation,Japan,Consumer Staples,207548,JPY,3/31/2025,94.5,189,2,0.021164021,,,,100,89,,,,,,50530631892,57302099064,58105510282,57844027895,13.40071738,1.402062457,-0.450013064,1746183965,1815721114,3036396262,2504411081,3.982234999,67.22811882,-17.52028178,2531479141,1963685883,2439182389,2780213963,-22.42930818,24.2144892,13.98138883,14239871931,15465642002,17058451689,17976638869,8.608013309,10.2990208,5.3825939,0.747962043,0.777710922,1.300402144,1.07253257,3.977324689,67.20893422,-17.52300817,-11.88995985,-0.549336123,38.52754697,-38.53464266,10.75886435,20.80345927,6.961363673,-11.56357449,29.36468071,20.22498363,-8.960030608
180,PNDORA.CO,Pandora A/S,Denmark,Consumer Discretionary,37000,DKK,12/31/2024,48,48,1,0.020833333,,,,,,,,,,48,3607062386,4080263825,4338219513,4884660015,13.1187484,6.322034532,12.59596248,641420002,775408939.9,730848752.3,805938065,20.88942307,-5.746669313,10.2742616,900146627.8,1039686316,1085325816,1229491129,15.50188424,4.389737491,13.28313681,2745000071,3113045635,3411398448,3899247700,13.40785262,9.583952437,14.30056499,6.42961877,8.279868776,8.495731276,9.960512531,28.77697842,2.607076342,17.24137932,74.03370082,9.071684453,-22.86877939,-59.43360609,12.83460816,143.7445907,20.61006875,-38.47540562,95.29694358,43.09970836,-14.54473019
181,PSON.L,Pearson PLC,United Kingdom,Consumer Discretionary,17116,GBP,12/31/2024,53.71428571,376,7,0.130319149,82,33,15,11,64,75,96,,,,4605855198,5160761323,4936380396,4772461395,12.04784131,-4.347826085,-3.320631472,237816910.7,325150804.5,507880182.3,583121690.8,36.72316386,56.19834713,14.81481482,447418255.8,532064952.9,689265961.6,730917511,18.91891893,29.54545452,6.042884999,2258588853,2411759067,2465503001,2433256640,6.781677586,2.22841223,-1.307901916,0.280812058,0.438013067,0.708076339,0.853184962,55.98086141,61.65644186,20.49335856,-37.89523619,12.7305666,-10.08231015,26.62092647,-30.20276482,6.906613316,-11.85563523,51.62053476,2.995935139,32.49847026,-17.7161643
182,STLA,Peugeot SA,France,Utilities,248243,EUR,12/31/2024,62,124,2,0.032258065,81,43,,,,,,,,,1.71845E+11,2.06546E+11,2.17992E+11,1.80423E+11,20.19319736,5.541622689,-17.23411868,16331225228,19320299480,21387004531,6294422231,18.30281691,10.6970653,-70.56893955,18239218373,24248419205,26433583144,6250718952,32.94659184,9.011572757,-76.35311521,33899943298,40557792794,43868891205,23597470369,19.63970688,8.163901886,-46.20910235,5.186889139,6.106958166,6.831512525,2.116158762,17.7383592,11.86440678,-69.02356902,22.08799165,2.356918638,85.25439099,-19.39630085,21.44077746,20.96130337,19.05267376,-21.05084519,73.52984442,-39.70924293,-21.40765988
183,PFE,Pfizer Inc,USA,Health Care,81000,USD,12/31/2024,93,93,1,0.010752688,,,,,,,,93,,,81288000000,1.01175E+11,59553000000,63627000000,24.46486566,-41.1386212,6.840965191,21979000000,31372000000,2119000000,8031000000,42.73624824,-93.2455693,278.9995281,23704000000,38117000000,4416000000,14938000000,60.8040837,-88.41461815,238.2699275,50467000000,66831000000,34599000000,45776000000,32.42514911,-48.22911523,32.30440186,3.85,5.47,0.37,1.41,42.07792208,-93.23583181,281.0810811,8.230191347,5.834674312,15.1219968,22.30557344,-6.41312845,2.55932667,64.59182978,-9.565685126,-40.99926603,-2.92594447,-6.941045396
184,PIRC.MI,Pirelli & C SpA,Italy,Consumer Discretionary,31188,EUR,12/31/2024,43,86,2,0.046511628,,,,,,,,,61,25,6131627517,7608656879,7648146242,7789907027,24.08870007,0.519005701,1.853531307,348241526.4,480460045.9,550983336.8,538218529.1,37.96747644,14.67828418,-2.316732077,587542279.6,568683164.7,778116177.1,811466379.2,-3.209831114,36.82771452,4.286018346,3767059319,4548181821,4667247954,4855038643,20.73560398,2.617884194,4.023585009,0.348476144,0.480736067,0.55089133,0.538240381,37.95379548,14.59330136,-2.296450917,,,11.7103283,-23.04526628,-4.98159178,-14.28847337,38.84823918,-31.95522716,28.24721984,14.48749715,8.422003332
185,PNC,PNC Financial Services,USA,Financials,,USD,12/31/2024,79,158,2,0.025316456,,,,59,,,,,,99,19211000000,21114000000,21509000000,20809000000,9.905783145,1.870796628,-3.254451625,5674000000,6041000000,5578000000,5889000000,6.468100106,-7.664293991,5.575475081,7092500000,7551250000,6972500000,7361250000,6.468100106,-7.664293991,5.575475081,15674425000,16688262500,15409225000,16268362500,6.468100106,-7.664293991,5.575475081,12.7,13.85,12.79,13.74,9.05511811,-7.653429603,7.427677873,6.973388943,27.56511362,24.0236831,-18.61229195,43.4087313,-4.224944259,37.88619875,-20.21696488,1.613456289,29.90640533,-4.498796315
186,005490.KS,POSCO,South Korea,Materials,,KRW,12/31/2024,56,168,3,0.053571429,40,35,93,,,,,,,,55502642043,62070449487,56267425521,53077573881,11.83332397,-9.349092868,-5.669091149,4824295670,2305662841,1240043264,799518815.1,-52.20726509,-46.21749364,-35.52492576,6909860219,3646607917,2544461800,1587163693,-47.22602482,-30.22387221,-37.62281308,8656533070,5609774016,4685882995,3952579579,-35.19606555,-16.46930907,-15.64920457,62.34309804,28.57017761,16.34354944,8.945066598,-54.17266946,-42.79507232,-45.26851936,-37.44290647,59.41811871,31.63767491,-24.78259335,0.821779243,19.51542411,6.258258162,3.557639533,83.6821193,-47.48246689,1.549246458
187,PLD,Prologis Inc,USA,Real Estate,2703,USD,12/31/2024,56.5,452,8,0.14159292,83,44,,6,26,77,66,,87,63,4759440000,5973692000,8023469000,8201610000,25.51249727,34.31340283,2.220249122,2939723000,3364856000,3059214000,3731635000,14.46166867,-9.083360477,21.98018838,1617409000,2280402000,3084483000,3098041000,40.99105421,35.26049354,0.439555024,3510953000,4464598000,6013134000,6144369000,27.16199847,34.68478013,2.182472568,2.01,3.94,4.25,3.29,96.0199005,7.868020305,-22.58823529,3.687629028,29.04175267,24.8053735,-6.731286777,57.19646974,13.10079304,72.12089516,-31.36684918,20.2476407,-18.30591084,2.5619062
188,PRU,Prudential Financial Inc,USA,Financials,37936,USD,12/31/2024,78,78,1,0.012820513,78,,,,,,,,,,71149000000,56960000000,54265000000,70645000000,-19.94265555,-4.731390449,30.18520225,8868000000,-1647000000,2488000000,2727000000,-118.5723951,-251.0625379,9.606109325,11085000000,-2058750000,3110000000,3408750000,-118.5723951,-251.0625379,9.606109325,24497850000,-4549837500,6873100000,7533337500,-118.5723951,-251.0625379,9.606109325,19.51,-4.491002,6.74,7.5,-123.0189749,-250.0778668,11.27596439,-7.06200177,35.59933847,12.38847204,-27.27683291,21.39939381,-12.37926394,45.22544702,-4.374275286,9.459171872,19.31696627,-9.059173966
189,PUM.DE,Puma SE,Germany,Consumer Discretionary,22000,EUR,12/31/2024,59.33333333,178,3,0.050561798,,,,,,,77,47,54,,7826797195,9735595400,9892697186,10140540780,24.38798601,1.613684418,2.505318715,356066713.4,406555501.3,350661307.9,323864297.5,14.17958658,-13.74823197,-7.641849784,640828077.3,736630264.7,714778625.3,715353668.5,14.94974874,-2.966432476,0.080450531,3746751095,4488441739,4584933979,4804945485,19.79556755,2.149793751,4.798575225,0.60954573,2.380678607,2.714203629,2.334675156,290.5660379,14.00966183,-13.98305083,15.50001943,27.79237355,45.81238746,20.4680344,59.98185196,35.60616852,15.55368652,-46.71764377,-9.648868161,-9.939098824,-52.55688273
190,QDT.PA,Quadient SA,France,Information Technology,4718,EUR,1/31/2025,68.5,137,2,0.02919708,,,,,,,62,75,,,1178033380,1231857418,1221851668,1256584274,4.568973928,-0.812249036,2.8426205,100977575.7,15296147.57,79010927.69,76250720.61,-84.85193622,416.5413535,-3.493449781,165037381.7,172512942.6,178838417.1,167337554.3,4.529616759,3.666666631,-6.430868147,856124229.6,902932741.3,906267991.5,940195536.9,5.467490591,0.369379694,3.743654826,1.058079381,2.495687236,0.333525022,2.31167343,135.8695653,-86.63594471,593.1034488,-50.06961716,40.36041524,-14.60621016,6.466909127,-5.451861755,-24.41156494,25.02156112,-26.38028251,42.5854476,0.161695974,-16.20762501
191,RDUS,Radius Recycling,USA,Materials,3011,USD,8/31/2024,44.5,89,2,0.04494382,,,,,,,,,36,53,2758551000,3485815000,2882224000,2738692000,26.36398602,-17.31563494,-4.979904407,165112000,168800000,-25791000,-266411000,2.233635351,-115.2790284,932.9611105,210731000,224813000,41782000,-71235000,6.682452985,-81.41477584,-270.4920779,453194000,488070000,307711000,177101000,7.69560056,-36.95351077,-42.44567143,5.66,5.72,-0.92,-9.38,1.060070671,-116.0839161,919.5652174,-30.88677377,88.7274542,31.84297375,-34.23396982,6.704038511,47.86023497,64.01427055,-40.02590973,-0.09419578,-47.76499651,96.0409379
192,RKT.L,Reckitt Benckiser Group PLC,United Kingdom,Consumer Staples,37900,GBP,12/31/2024,42.5,85,2,0.047058824,9,76,,,,,,,,,17781180773,19419027181,19625941329,19037445245,9.211122866,1.065522727,-2.998562332,-42995147.71,3130584192,2207532115,1915971270,-7381.249999,-29.48497853,-13.20754715,3646525965,4577639632,4497023730,4627352772,25.53426675,-1.76108013,2.898117729,10313461056,11233825936,11769921684,11548227954,8.923918702,4.772156441,-1.883561641,-0.060461926,4.362663894,3.072809463,2.730191879,-7315.555611,-29.565753,-11.14997816,20.56079841,10.98015645,0.442663484,-12.82192696,3.029656049,6.224196597,-3.864070967,-8.902159338,-5.67736946,-11.2689944,4.494852948
193,REL.L,RELX PLC,United Kingdom,Health Care,34580,GBP,12/31/2024,97,97,1,0.010309278,,97,,,,,,,,,9733026562,11491796823,12308704629,12675506983,18.070127,7.108616856,2.980024016,1976433196,2195439730,2392948689,2598519239,11.08089737,8.996327993,8.590679397,2492374969,3095650635,3541725292,3786260195,24.20485174,14.40972221,6.904400619,6290727549,7400539799,7987692285,8241632376,17.64203332,7.933914308,3.179142134,1.018447561,1.138027816,1.25760807,1.385249915,11.74142485,10.50767409,10.14957267,8.89491864,22.10361332,19.62880419,-6.708215243,19.62713686,-4.751002004,32.2648646,-4.447421578,35.77724612,15.90465869,8.460272476
194,RNO.PA,Renault SA,France,Utilities,98636,EUR,12/31/2024,80.5,161,2,0.02484472,71,,90,,,,,,,,47911444492,53281197351,60236919194,64671651904,11.20766221,13.05474011,7.362150604,1021276620,-407130544.4,2527889652,864864885.3,-139.8648649,-720.903955,-65.78707917,1131684903,3033927616,4527889699,4685451520,168.0894309,49.24184991,3.479806962,9130535006,10600345277,12607245842,13492812280,16.09774531,18.93240751,7.024265641,3.726279559,-1.495112169,9.189189407,3.128234692,-140.1234568,-714.6153846,-65.95744681,58.55506118,-4.850492356,3.656341431,-32.72347068,-15.50928,-15.87879001,-16.83934594,3.303067306,18.06342644,30.80546086,-14.3103154
195,RXL.PA,Rexel SA,France,Industrials,26706,EUR,12/31/2024,45,90,2,0.044444444,,79,,,,11,,,,,16894997525,21508453643,22028062626,22179413981,27.3066398,2.415836078,0.687084278,686831528.6,1060724579,890971844,389994258.8,54.43737435,-16.00346955,-56.22821738,1143760809,1590454322,1490396815,1279240973,39.05480145,-6.29112736,-14.16775988,4452674056,5599310081,5608395762,5515468791,25.75162724,0.162264295,-1.656926061,2.254169116,3.496262302,2.955721749,1.327686058,55.1020408,-15.46052631,-55.08081712,-13.34027188,32.36401058,-0.58503273,-36.38023823,34.40507011,9.371037516,41.9945651,7.06405068,33.20786598,3.025458092,4.239401227
196,7752.T,Ricoh Co Ltd,Japan,Information Technology,78665,JPY,3/31/2025,67.66666667,203,3,0.044334975,,,,,,,,80,72,51,12026664761,14595278710,16064305705,17287695866,21.35765817,10.06508354,7.615580676,207701885.4,371806275.8,302111833.2,312595748.5,79.00958149,-18.74482685,3.470210084,276001208,538967619.9,428397533.9,445480913.1,95.27726846,-20.51516305,3.987739856,4258309237,5097808923,5608504849,5940256140,19.7143899,10.01794955,5.915146727,-0.309114788,0.310072223,0.602500283,0.49615659,-200.3097345,94.30966024,-17.65039719,4.874426333,-16.85150414,6.382508276,4.467320493,16.6461144,-40.74652119,60.09932381,-4.666604975,12.70614107,71.2121718,-28.12009857
197,300118.SZ,Risen Energy Co Ltd,China,Information Technology,8351,CNY,12/31/2024,58.5,117,2,0.034188034,,,,,,,,,30,87,2619744614,4088024941,4914691788,2815713187,56.04669704,20.22166838,-42.70824482,-5887406.453,130074634.3,189660697.9,-478000218.6,-2309.370719,45.80913406,-352.0291362,-73850251.79,154252220.9,406634857,-108133879.5,-308.8716249,163.6168573,-126.5923783,173128858.4,437162599.2,714335087.7,178786979.2,152.5070651,63.40260786,-74.97155295,-0.006956038,0.147468003,0.169727324,-0.422927103,-2219.999963,15.09433948,-349.1803282,95.03270442,13.17888127,-25.3697605,-52.9247705,147.4422243,103.0427872,7.211137901,-22.94318222,-28.36624228,-28.54700566,-25.27105747
198,RIVN,Rivian Automotive; Inc,USA,Consumer Discretionary,14861,USD,12/31/2024,56,112,2,0.035714286,,,,,,,,,56,56,55000000,1658000000,4434000000,4970000000,2914.545455,167.4306393,12.08840776,-4688000000,-6752000000,-5432000000,-4746000000,44.02730375,-19.54976303,-12.62886598,-4220000000,-6856000000,-5739000000,-4689000000,62.46445498,-16.29229872,-18.29587036,-465000000,-3123000000,-2030000000,-1200000000,571.6129032,-34.99839898,-40.88669951,-5.208889,-7.4,-5.74,-4.69,42.06484339,-22.43243243,-18.29268293,,,,,,,-3.119439654,-82.63614056,24.12698179,-37.86318825,2.247185232
199,ROCK-B.CO,Rockwool A/S,Denmark,Industrials,12654,EUR,12/31/2024,16,16,1,0.0625,,,,,,,,16,,,3551466444,4493387110,4163312347,4433582624,26.52202072,-7.3457896,6.491712715,348476144,313973555.4,447383564.4,632547456,-9.900990123,42.49084253,41.38817479,461184599.8,462334686,610695816.6,786659018,0.24937654,32.08955224,28.81355932,2267970151,2558941981,2665900006,2959172008,12.82961462,4.179775305,11.0008628,1.323749313,1.610120797,1.449108717,2.070155311,21.63336224,-10.00000002,42.85714293,41.14689208,30.50516198,41.62641064,-3.354179711,-5.140988577,47.19902113,25.98840172,-43.10104085,19.93931494,31.61909517,11.2548356
200,RY.TO,Royal Bank of Canada,Canada,Financials,94369,CAD,10/31/2024,37,37,1,0.027027027,,37,,,,,,,,,36054966105,35500352702,37549947642,41844198404,-1.538244139,5.773449512,11.43610319,11673083683,11495490939,10630090235,11812828792,-1.521386712,-7.528175252,11.1263266,14591354604,14369363674,13287612794,14766035990,-1.521386712,-7.528175252,11.12632659,32246893675,31756293720,29365624275,32632939538,-1.521386711,-7.528175253,11.12632659,8.049900582,8.049900582,7.511299639,8.188190013,0,-6.690777576,9.011627901,-2.011169869,29.37075531,16.48244324,-5.800051814,15.70824652,6.193827972,32.77421817,-2.801156396,8.851429836,34.81419748,2.290648421
201,CRM,Salesforce.Com Inc,USA,Communication Services,76453,USD,1/31/2025,27,27,1,0.037037037,,,,,,,27,,,,26492000000,31352000000,34857000000,37895000000,18.3451608,11.17951008,8.71560949,1444000000,208000000,4136000000,6197000000,-85.59556787,1888.461538,49.83075435,548000000,1858000000,5999000000,7666000000,239.0510949,222.8740581,27.78796466,19466000000,22992000000,26316000000,29252000000,18.11363403,14.45720251,11.15671075,1.48,0.21,4.2,6.36,-85.81081081,1900,51.42857143,32.12018189,-11.25226928,47.53933602,30.90980836,21.76912006,35.67593204,14.68290542,-48.00595669,94.6445515,29.5828716,-21.42896868
202,006400.KS,Samsung SDI Co Ltd,South Korea,Information Technology,,KRW,12/31/2024,60.33333333,543,9,0.149171271,94,,10,83,80,60,46,63,55,52,9896690428,14694787106,15653346935,12115818064,48.4818305,6.523128386,-22.59918525,854200112.8,1425477442,1467142168,437607147.4,66.87862957,2.922861125,-70.17281918,779553865,1320228311,1128530569,265288376.7,69.35690659,-14.52004478,-76.4925839,2247306088,3082029401,2761803771,2258949875,37.14328535,-10.39009005,-18.20744476,12.53780277,20.92333642,21.53474425,6.423007696,66.8820032,2.922133534,-70.17374517,-0.422116637,-5.627705628,97.58454106,5.542168675,6.306306306,164.978903,-0.757575758,-9.494640123,-20.93802345,-47.22814499,-31.5959596
203,SAND.ST,Sandvik AB,Sweden,Health Care,41400,SEK,12/31/2024,65,65,1,0.015384615,,,65,,,,,,,,8833549009,11578649093,13039328475,12665680690,31.07584597,12.61528327,-2.865544692,1490571204,1155679714,1577051340,1261950298,-22.46732589,36.46093471,-19.98039214,1789386357,1961418951,2366504687,1974097207,9.614055306,20.65268798,-16.58173264,3783377087,4676524137,5364757588,5064705532,23.607138,14.7167732,-5.593021699,1.187426891,0.921492744,1.255456557,1.004983697,-22.39583329,36.24161071,-19.95073892,-0.039512429,59.65603897,30.37506912,-9.788575262,48.15559697,9.700267769,25.91044809,-19.63848984,17.16804511,-7.241971082,7.535580685
204,SAN.PA,Sanofi SA,France,Health Care,82878,EUR,12/31/2024,56.33333333,507,9,0.159763314,87,,22,20,28,65,67,61,66,91,45054630163,46648649752,47864290954,50932721159,3.537970644,2.60595153,6.410687684,7156986943,9627372281,6210465932,6394479737,34.51711394,-35.49157807,2.962962957,10519839237,12565842736,10552041653,10882116416,19.44899967,-16.02599305,3.128065391,30960322757,32983324530,33341001364,35745831783,6.534175334,1.084417169,7.21283201,5.71592883,6.175963343,4.94537102,5.278896042,8.04828973,-19.9255121,6.744186041,8.6942053,2.899784841,-2.908897699,9.822646522,27.393654,-8.746126715,16.26551274,5.413208694,2.67963572,7.713416555,-6.693040051
205,SAP.DE,SAP SE,Germany,Information Technology,108187,EUR,12/31/2024,57.2,286,5,0.087412587,,,,,,84,55,41,48,58,30998275604,33949397008,35890742655,39305348831,9.520276036,5.718350893,9.513891113,6044853507,2626797072,7060379696,3592869550,-56.54490106,168.7828371,-49.11223327,7435307824,6959172103,6916618910,8979873703,-6.403712291,-0.611469186,29.83039574,22695802722,24706153546,25916044317,28673951225,8.857808858,4.897123175,10.64169699,5.245483735,2.242668253,5.945946087,3.047728652,-57.24573049,165.1282052,-48.74274661,28.03138116,17.79576012,15.49634976,-5.512920043,40.16004987,-9.138293661,17.47190715,-20.16136779,45.98933034,70.92102445,6.732609313
206,SU.PA,Schneider Electric SE,France,Industrials,155822,EUR,12/31/2024,19.3,193,10,0.518134715,12,27,45,60,29,1,4,7,7,1,33243244030,39305348831,41290397757,43879241981,18.23559938,5.050327716,6.26984569,3684876453,3998850008,4603795394,4909718345,8.520599239,15.12798392,6.645016227,5242093281,6394479737,6859114596,7556066884,21.98332602,7.266187057,10.1609658,13620471858,15958597272,17265095291,18709603663,17.16625854,8.186797353,8.366640019,6.520989228,7.073030645,8.131110026,8.660149716,8.465608479,14.95934959,6.506364916,-10.7595424,32.06730701,10.89035417,-13.88704137,60.05251489,35.41814897,46.07140731,-23.22377886,40.22289966,33.65151696,-9.606679747
